V1	V2
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
-18.8615326881409	1.2647900134325
