PC1	PC2	PC3
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
