PC1	PC2	PC3
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-23.4637072347417	-37.9489949458929	-15.5692285841142
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-22.2043881009437	6.30745289882105	39.9032798955602
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
-18.7888098668425	33.5138793514395	-25.0969521826741
