"total_counts"
786
2445
3462
1419
2236
358
1850
1461
1932
2033
3081
2788
3639
991
1182
1141
1963
2821
2167
2277
1783
2482
2011
1394
3356
2018
3586
1033
1599
3500
463
1704
3481
2354
1564
1000
2030
4302
2806
2421
2122
2024
615
3998
3352
1508
3048
3208
959
1616
2723
3175
2156
806
3133
1210
2276
1404
3068
1535
3226
903
2274
861
2898
2347
6846
2396
2492
3394
2259
234
901
2709
3280
615
3433
2759
2377
1692
3661
3921
831
4628
1536
2039
2374
2001
2481
3781
1566
2741
2660
2735
2050
4159
2983
1779
1933
445
1598
5125
2747
4908
1964
4716
2922
1602
2338
648
1920
2305
1119
1568
9817
1712
2738
2086
2211
3016
3671
2549
2203
1531
1858
1552
1948
4338
1888
2890
5059
3125
1454
2044
2360
2774
2876
2942
575
3077
1779
926
3067
1791
1870
1423
1966
1922
2291
1158
2278
2197
3943
1005
2473
1252
3601
1566
3194
3275
3368
2094
2803
1823
1762
1536
5076
3029
834
1928
3719
2762
1428
870
2774
1326
1720
3425
738
810
851
952
760
697
1046
1087
608
1237
2116
1214
1129
783
710
689
760
1067
564
2832
1679
4098
2102
1381
1748
1897
2530
3672
2055
1290
1929
1505
1720
2038
2446
1331
1999
1894
2137
3223
2427
1375
2116
2131
3138
3281
3349
1763
